Employee ID,StartDate,StartYear,ExitDate,Title,BusinessUnit,DepartmentType,Division,EmployeeStatus,IsTerminated,TerminationType,TerminationReason,Regrettable,EmployeeType,EmployeeClassificationType,PayZone,Age,AgeBand,TenureYears,TenureBand,State,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,PhotoFile
2239,3/10/2023,2023,,IT Manager - DB,SVG,IT/IS,Catv,Active,0,,,,Full-Time,Part-Time,Zone C,37,35-44,0.48,<1 yr,MA,Fully Meets,3,3,3,4,Technical Skills,Internal,Failed,4,959.61,face_40.jpg
2240,12/5/2018,2018,,IT Support,SVG,IT/IS,Finance & Accounting,Active,0,,,,Part-Time,Part-Time,Zone B,34,25-34,4.74,4+ yrs,MA,Fully Meets,3,1,2,2,Communication Skills,Internal,Passed,4,430.03,face_41.jpg
2241,6/24/2021,2021,,IT Support,EW,IT/IS,Technology / It,Active,0,,,,Part-Time,Part-Time,Zone C,33,25-34,2.19,2-3 yrs,MA,Exceeds,4,3,5,2,Communication Skills,External,Passed,5,491.38,face_42.jpg
2242,5/10/2022,2022,,IT Support,MSC,IT/IS,Field Operations,Active,0,,,,Full-Time,Temporary,Zone C,42,35-44,1.31,1-2 yrs,MA,Fully Meets,3,1,4,2,Project Management,External,Incomplete,1,1009.62,face_43.jpg
2243,4/13/2023,2023,,IT Support,TNS,IT/IS,Finance & Accounting,Active,0,,,,Full-Time,Part-Time,Zone A,25,25-34,0.39,<1 yr,CT,Fully Meets,4,3,4,3,Leadership Development,External,Incomplete,4,1676.56,face_44.jpg
2244,8/4/2022,2022,,IT Manager - Support,PYZ,IT/IS,Field Operations,Active,0,,,,Contract,Temporary,Zone C,46,45-54,1.08,1-2 yrs,CT,Fully Meets,3,4,3,3,Leadership Development,Internal,Passed,2,866.48,face_45.jpg
2245,2/28/2021,2021,22:56.7,IT Manager - Infra,WBL,IT/IS,Engineers,Terminated,1,Involuntary,Restructuring,,Part-Time,Part-Time,Zone C,26,25-34,2.51,2-3 yrs,MA,PIP,1,1,1,1,Project Management,Internal,Passed,1,973.81,face_46.jpg
2246,10/14/2020,2020,,IT Manager - DB,NEL,IT/IS,Field Operations,Active,0,,,,Contract,Part-Time,Zone B,32,25-34,2.88,2-3 yrs,MA,Fully Meets,3,3,5,3,Project Management,Internal,Failed,2,640.46,face_47.jpg
2247,9/10/2018,2018,,IT Support,SVG,IT/IS,Fielders,Active,0,,,,Part-Time,Temporary,Zone B,55,55-64,4.97,4+ yrs,MA,Exceeds,4,5,5,4,Communication Skills,External,Completed,3,490.24,face_48.jpg
2248,12/16/2022,2022,,IT Support,EW,IT/IS,Field Operations,Active,0,,,,Part-Time,Temporary,Zone B,46,45-54,0.71,<1 yr,MA,Fully Meets,4,1,2,4,Leadership Development,External,Incomplete,2,2020.36,face_49.jpg
2249,9/28/2018,2018,,IT Support,MSC,IT/IS,Field Operations,Active,0,,,,Contract,Part-Time,Zone C,40,35-44,4.93,4+ yrs,MA,Fully Meets,3,2,2,5,Customer Service,External,Passed,2,777.75,face_50.jpg
2250,3/8/2022,2022,,IT Support,TNS,IT/IS,Aerial,Active,0,,,,Contract,Temporary,Zone C,29,25-34,1.48,1-2 yrs,CT,Exceeds,4,4,5,5,Communication Skills,Internal,Passed,5,436.81,face_01.jpg
2251,1/12/2022,2022,,IT Manager - Support,PYZ,IT/IS,Project Management - Con,Active,0,,,,Part-Time,Temporary,Zone B,32,25-34,1.63,1-2 yrs,MA,Fully Meets,3,2,3,2,Technical Skills,External,Incomplete,5,1042.29,face_02.jpg
2252,12/8/2020,2020,,IT Manager - Infra,WBL,IT/IS,Field Operations,Active,0,,,,Contract,Part-Time,Zone B,38,35-44,2.73,2-3 yrs,MA,Fully Meets,3,3,2,2,Communication Skills,Internal,Incomplete,1,385.59,face_03.jpg
2253,11/17/2020,2020,,IT Support,PYZ,IT/IS,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone A,38,35-44,2.79,2-3 yrs,MA,Fully Meets,4,3,4,5,Communication Skills,External,Passed,1,558.35,face_04.jpg
2254,1/18/2021,2021,,IT Support,SVG,IT/IS,General - Sga,Active,0,,,,Full-Time,Part-Time,Zone A,37,35-44,2.62,2-3 yrs,MA,Fully Meets,3,4,3,3,Project Management,Internal,Passed,4,799.09,face_05.jpg
2255,9/15/2020,2020,,IT Support,TNS,IT/IS,Wireline Construction,Active,0,,,,Full-Time,Part-Time,Zone C,38,35-44,2.96,2-3 yrs,MA,Fully Meets,2,2,3,3,Customer Service,Internal,Failed,1,638.6,face_06.jpg
2256,12/11/2019,2019,,IT Support,WBL,IT/IS,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone C,36,35-44,3.72,3-4 yrs,CT,Fully Meets,2,1,1,2,Leadership Development,Internal,Incomplete,1,1789.82,face_07.jpg
2257,4/29/2021,2021,,IT Manager - Support,WBL,IT/IS,General - Eng,Active,0,,,,Contract,Full-Time,Zone B,25,25-34,2.34,2-3 yrs,MA,Fully Meets,3,3,2,1,Customer Service,External,Passed,2,784.16,face_08.jpg
2258,4/3/2021,2021,,IT Manager - Infra,TNS,IT/IS,Engineers,Active,0,,,,Full-Time,Part-Time,Zone C,33,25-34,2.41,2-3 yrs,MA,Fully Meets,3,4,4,4,Technical Skills,Internal,Completed,2,953.71,face_09.jpg
2259,2/1/2022,2022,,IT Support,SVG,IT/IS,General - Eng,Active,0,,,,Part-Time,Temporary,Zone A,45,45-54,1.58,1-2 yrs,MA,Fully Meets,4,1,2,4,Communication Skills,External,Incomplete,3,722.33,face_10.jpg
2260,1/17/2020,2020,,IT Support,EW,IT/IS,Engineers,Active,0,,,,Part-Time,Temporary,Zone B,27,25-34,3.62,3-4 yrs,MA,Fully Meets,3,4,3,5,Customer Service,Internal,Completed,2,467.64,face_11.jpg
2261,6/1/2022,2022,35:25.2,IT Support,MSC,IT/IS,Wireline Construction,Terminated,1,Voluntary,Compensation,Regrettable,Full-Time,Part-Time,Zone B,35,35-44,1.25,1-2 yrs,CT,Fully Meets,4,3,3,1,Project Management,External,Failed,3,690.31,face_12.jpg
2262,3/17/2019,2019,,IT Support,TNS,IT/IS,Engineers,Active,0,,,,Contract,Temporary,Zone A,32,25-34,4.46,4+ yrs,CT,Exceeds,4,4,5,4,Communication Skills,External,Completed,3,463.58,face_13.jpg
2263,1/7/2020,2020,,IT Manager - Support,PYZ,IT/IS,General - Sga,Active,0,,,,Contract,Temporary,Zone B,39,35-44,3.65,3-4 yrs,MA,Fully Meets,3,4,3,2,Project Management,Internal,Failed,5,535.05,face_14.jpg
2264,2/24/2021,2021,,IT Manager - Infra,WBL,IT/IS,Executive,Active,0,,,,Part-Time,Part-Time,Zone A,34,25-34,2.52,2-3 yrs,MA,Fully Meets,3,3,5,4,Communication Skills,External,Failed,3,541.75,face_15.jpg
2265,12/30/2019,2019,,IT Support,SVG,IT/IS,Field Operations,Active,0,,,,Contract,Part-Time,Zone C,51,45-54,3.67,3-4 yrs,MA,Fully Meets,3,5,5,4,Customer Service,Internal,Failed,4,503.58,face_16.jpg
2266,5/12/2020,2020,,IT Support,EW,IT/IS,Field Operations,Active,0,,,,Full-Time,Temporary,Zone B,42,35-44,3.3,3-4 yrs,MA,Exceeds,4,5,4,2,Leadership Development,External,Completed,5,1266.89,face_17.jpg
2267,4/4/2023,2023,,IT Support,MSC,IT/IS,General - Con,Active,0,,,,Full-Time,Part-Time,Zone A,25,25-34,0.41,<1 yr,CT,PIP,1,2,1,1,Technical Skills,Internal,Failed,1,900.37,face_18.jpg
2268,1/4/2021,2021,,IT Support,TNS,IT/IS,General - Con,Active,0,,,,Contract,Full-Time,Zone C,43,35-44,2.66,2-3 yrs,CT,Fully Meets,3,2,4,3,Communication Skills,Internal,Completed,2,332.63,face_19.jpg
2269,4/28/2020,2020,,IT Manager - Support,PYZ,IT/IS,Executive,Active,0,,,,Full-Time,Full-Time,Zone C,31,25-34,3.34,3-4 yrs,MA,Fully Meets,3,2,4,4,Technical Skills,Internal,Completed,1,1026.27,face_20.jpg
2270,4/16/2019,2019,,IT Support,PYZ,IT/IS,Project Management - Con,Active,0,,,,Contract,Part-Time,Zone C,34,25-34,4.38,4+ yrs,MA,Fully Meets,5,5,4,5,Technical Skills,Internal,Failed,2,900.47,face_21.jpg
2271,7/9/2022,2022,,IT Support,SVG,IT/IS,Field Operations,Active,0,,,,Full-Time,Temporary,Zone A,39,35-44,1.15,1-2 yrs,MA,Fully Meets,3,3,3,3,Customer Service,Internal,Passed,4,623.67,face_22.jpg
2272,8/29/2022,2022,,IT Support,TNS,IT/IS,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone C,32,25-34,1.01,1-2 yrs,CT,Fully Meets,2,2,2,2,Communication Skills,Internal,Failed,5,443.34,face_23.jpg
2273,1/26/2020,2020,,IT Support,WBL,IT/IS,Project Management - Eng,Active,0,,,,Full-Time,Part-Time,Zone A,46,45-54,3.6,3-4 yrs,CT,Fully Meets,2,5,5,4,Leadership Development,External,Passed,4,2252.66,face_24.jpg
2274,2/18/2020,2020,,IT Manager - Support,BPC,IT/IS,Aerial,Active,0,,,,Full-Time,Temporary,Zone A,32,25-34,3.53,3-4 yrs,MA,Fully Meets,5,3,4,4,Customer Service,External,Passed,2,646.82,face_25.jpg
2275,1/25/2022,2022,,Production Manager,EW,Production,Yard (Material Handling),Active,0,,,,Part-Time,Full-Time,Zone B,32,25-34,1.6,1-2 yrs,MA,Fully Meets,2,2,3,2,Technical Skills,External,Failed,5,2085.23,face_26.jpg
2276,7/10/2023,2023,00:00.0,Production Manager,TNS,Production,Project Management - Con,Terminated,1,Voluntary,Better opportunity,Regrettable,Full-Time,Temporary,Zone B,31,25-34,0.15,<1 yr,MA,Fully Meets,4,3,3,3,Customer Service,External,Failed,3,702.32,face_27.jpg
2277,4/14/2022,2022,19:47.8,Production Manager,CCDR,Production,Field Operations,Terminated,1,Involuntary,Performance,,Contract,Temporary,Zone B,32,25-34,1.38,1-2 yrs,MA,Fully Meets,4,3,3,3,Communication Skills,Internal,Completed,3,390.98,face_28.jpg
2278,7/10/2022,2022,,Production Manager,CCDR,Production,Wireless,Active,0,,,,Part-Time,Temporary,Zone B,46,45-54,1.14,1-2 yrs,MA,Fully Meets,4,4,4,5,Leadership Development,External,Passed,4,2603.41,face_29.jpg
2279,6/27/2022,2022,,Production Manager,EW,Production,Safety,Active,0,,,,Contract,Full-Time,Zone C,42,35-44,1.18,1-2 yrs,MA,Fully Meets,3,4,4,3,Technical Skills,External,Passed,4,1019.96,face_30.jpg
2280,12/4/2018,2018,,Production Manager,PYZ,Production,Catv,Active,0,,,,Contract,Temporary,Zone A,53,45-54,4.74,4+ yrs,MA,Fully Meets,4,3,4,1,Customer Service,External,Failed,3,635.52,face_31.jpg
2281,9/10/2019,2019,,Production Manager,PL,Production,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone C,58,55-64,3.98,3-4 yrs,MA,Fully Meets,2,4,4,3,Technical Skills,Internal,Failed,4,778.09,face_32.jpg
2282,4/25/2019,2019,,Production Manager,PL,Production,Fielders,Active,0,,,,Part-Time,Full-Time,Zone A,30,25-34,4.35,4+ yrs,MA,Fully Meets,3,5,3,3,Leadership Development,External,Passed,5,1212.11,face_33.jpg
2283,10/3/2018,2018,,Shared Services Manager,WBL,Admin Offices,Field Operations,Active,0,,,,Part-Time,Temporary,Zone B,40,35-44,4.91,4+ yrs,MA,Fully Meets,3,4,4,4,Leadership Development,External,Failed,1,1163.19,face_34.jpg
2284,6/14/2022,2022,41:26.2,CIO,EW,IT/IS,Wireline Construction,Terminated,1,Voluntary,Better opportunity,Regrettable,Part-Time,Part-Time,Zone C,27,25-34,1.22,1-2 yrs,MA,Fully Meets,3,1,4,2,Technical Skills,External,Passed,3,1583.93,face_35.jpg
2285,2/15/2022,2022,,Production Manager,BPC,Production,Project Management - Con,Active,0,,,,Full-Time,Temporary,Zone C,30,25-34,1.54,1-2 yrs,MA,Needs Improvement,2,1,1,3,Customer Service,Internal,Failed,4,409.36,face_36.jpg
2286,9/24/2018,2018,,Production Manager,NEL,Production,General - Eng,Active,0,,,,Contract,Temporary,Zone B,34,25-34,4.94,4+ yrs,MA,Fully Meets,3,5,3,5,Project Management,External,Completed,5,1057.38,face_37.jpg
2287,3/9/2022,2022,21:36.0,Production Manager,PYZ,Production,General - Con,Terminated,1,Involuntary,Performance,,Contract,Part-Time,Zone B,28,25-34,1.48,1-2 yrs,MA,PIP,1,1,1,1,Communication Skills,Internal,Failed,4,504.88,face_38.jpg
2288,11/7/2018,2018,,Production Manager,NEL,Production,Fielders,Active,0,,,,Full-Time,Temporary,Zone A,30,25-34,4.82,4+ yrs,MA,Exceeds,3,2,2,1,Communication Skills,Internal,Completed,2,467.4,face_39.jpg
2289,8/31/2019,2019,,Shared Services Manager,BPC,Admin Offices,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone A,37,35-44,4,4+ yrs,MA,Fully Meets,3,4,4,5,Technical Skills,External,Passed,3,1527.15,face_40.jpg
2290,11/27/2020,2020,,Director of Sales,EW,Sales,Wireline Construction,Active,0,,,,Full-Time,Temporary,Zone B,27,25-34,2.76,2-3 yrs,RI,Exceeds,5,5,5,4,Communication Skills,Internal,Passed,4,535,face_41.jpg
2291,7/7/2020,2020,,Director of Operations,NEL,Production,General - Con,Active,0,,,,Contract,Part-Time,Zone B,45,45-54,3.15,3-4 yrs,MA,Fully Meets,3,2,1,4,Project Management,Internal,Failed,5,1095.54,face_42.jpg
2292,1/11/2020,2020,,Production Manager,TNS,Production,Aerial,Active,0,,,,Contract,Temporary,Zone C,30,25-34,3.64,3-4 yrs,MA,Fully Meets,2,1,1,1,Communication Skills,External,Incomplete,3,463.39,face_43.jpg
2293,6/15/2020,2020,,Production Manager,CCDR,Production,Field Operations,Active,0,,,,Contract,Full-Time,Zone B,62,55-64,3.21,3-4 yrs,MA,PIP,3,2,2,3,Project Management,Internal,Failed,1,894.51,face_44.jpg
2294,10/10/2020,2020,,Production Manager,PYZ,Production,Field Operations,Active,0,,,,Contract,Part-Time,Zone A,34,25-34,2.89,2-3 yrs,MA,Fully Meets,4,5,5,4,Communication Skills,External,Completed,1,552.74,face_45.jpg
2295,5/19/2022,2022,,Production Manager,SVG,Production,Field Operations,Active,0,,,,Full-Time,Temporary,Zone B,37,35-44,1.29,1-2 yrs,MA,Fully Meets,2,1,1,1,Communication Skills,Internal,Passed,5,418.8,face_46.jpg
2296,8/25/2021,2021,,Production Manager,TNS,Production,Field Operations,Active,0,,,,Full-Time,Temporary,Zone B,26,25-34,2.02,2-3 yrs,MA,Fully Meets,3,3,1,1,Technical Skills,Internal,Failed,4,799.89,face_47.jpg
2297,12/18/2018,2018,,Production Manager,WBL,Production,Aerial,Active,0,,,,Part-Time,Full-Time,Zone C,53,45-54,4.7,4+ yrs,MA,Exceeds,5,5,4,5,Leadership Development,Internal,Passed,5,1135.86,face_48.jpg
2298,8/5/2023,2023,,Production Manager,WBL,Production,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone B,46,45-54,0.07,<1 yr,MA,Needs Improvement,3,3,3,3,Communication Skills,External,Passed,1,537.97,face_49.jpg
2299,4/13/2022,2022,,Production Manager,TNS,Production,Field Operations,Active,0,,,,Part-Time,Temporary,Zone A,39,35-44,1.39,1-2 yrs,MA,PIP,2,2,1,2,Customer Service,External,Failed,4,908.12,face_50.jpg
2300,9/26/2020,2020,,Production Manager,SVG,Production,Underground,Active,0,,,,Full-Time,Full-Time,Zone A,26,25-34,2.93,2-3 yrs,MA,Fully Meets,3,2,2,3,Customer Service,External,Passed,2,570.2,face_01.jpg
2301,2/12/2021,2021,,Production Manager,PYZ,Production,Underground,Active,0,,,,Part-Time,Temporary,Zone C,39,35-44,2.55,2-3 yrs,MA,Fully Meets,3,4,2,2,Technical Skills,Internal,Failed,4,683.46,face_02.jpg
2302,1/2/2019,2019,,Production Manager,PL,Production,Wireline Construction,Active,0,,,,Contract,Temporary,Zone C,29,25-34,4.66,4+ yrs,MA,Fully Meets,3,4,5,4,Project Management,Internal,Completed,2,819.1,face_03.jpg
2303,10/26/2019,2019,,Production Manager,NEL,Production,Field Operations,Active,0,,,,Contract,Temporary,Zone C,51,45-54,3.85,3-4 yrs,MA,Exceeds,5,5,3,5,Customer Service,External,Passed,2,559.88,face_04.jpg
2304,4/11/2021,2021,,President & CEO,MSC,Production,General - Con,Active,0,,,,Full-Time,Part-Time,Zone B,44,35-44,2.39,2-3 yrs,MA,Fully Meets,4,3,2,2,Customer Service,Internal,Incomplete,5,507.1,face_05.jpg
2305,12/11/2019,2019,,Network Engineer,EW,Production,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone A,39,35-44,3.72,3-4 yrs,MA,Fully Meets,3,2,3,2,Communication Skills,External,Failed,2,653.82,face_06.jpg
2306,10/21/2020,2020,,Network Engineer,CCDR,Production,Project Management - Con,Active,0,,,,Part-Time,Full-Time,Zone B,22,<25,2.86,2-3 yrs,MA,Fully Meets,3,3,3,3,Communication Skills,External,Failed,2,570.16,face_07.jpg
2307,5/8/2020,2020,,Network Engineer,BPC,Executive Office,Project Management - Con,Active,0,,,,Part-Time,Part-Time,Zone C,30,25-34,3.32,3-4 yrs,MA,Fully Meets,4,2,4,3,Customer Service,Internal,Incomplete,2,481.16,face_08.jpg
2308,5/24/2022,2022,,Data Analyst,EW,Production,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone A,43,35-44,1.27,1-2 yrs,MA,Needs Improvement,1,3,2,1,Communication Skills,Internal,Failed,4,418.05,face_09.jpg
2309,6/5/2019,2019,,Data Analyst,CCDR,Production,General - Con,Active,0,,,,Part-Time,Part-Time,Zone A,49,45-54,4.24,4+ yrs,MA,PIP,1,2,1,1,Communication Skills,Internal,Passed,1,500.86,face_10.jpg
2310,4/21/2022,2022,,Data Analyst ,BPC,Production,Fielders,Active,0,,,,Part-Time,Part-Time,Zone B,46,45-54,1.36,1-2 yrs,MA,Needs Improvement,1,1,1,1,Leadership Development,Internal,Passed,4,1015.42,face_11.jpg
2311,12/10/2019,2019,,Data Analyst,PYZ,Production,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone A,25,25-34,3.73,3-4 yrs,MA,Fully Meets,2,2,3,2,Leadership Development,External,Passed,5,1923.94,face_12.jpg
2312,11/26/2019,2019,,Data Analyst,WBL,IT/IS,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone C,41,35-44,3.76,3-4 yrs,MA,Fully Meets,3,1,3,2,Leadership Development,Internal,Incomplete,3,1043.25,face_13.jpg
2313,9/13/2021,2021,,Data Analyst,NEL,IT/IS,Shop (Fleet),Active,0,,,,Part-Time,Full-Time,Zone C,46,45-54,1.97,1-2 yrs,MA,Fully Meets,4,3,4,5,Project Management,External,Passed,1,1233.71,face_14.jpg
2314,8/19/2019,2019,,Data Analyst,PL,IT/IS,Field Operations,Active,0,,,,Part-Time,Part-Time,Zone C,24,<25,4.04,4+ yrs,MA,Fully Meets,3,3,1,3,Communication Skills,External,Completed,1,439.72,face_15.jpg
2315,6/12/2022,2022,,Production Manager,CCDR,Production,Project Management - Con,Active,0,,,,Full-Time,Full-Time,Zone A,37,35-44,1.22,1-2 yrs,MA,PIP,1,1,1,1,Customer Service,External,Failed,1,774.01,face_16.jpg
2316,7/21/2021,2021,,Production Manager,SVG,Production,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone B,40,35-44,2.11,2-3 yrs,MA,Fully Meets,2,2,1,1,Communication Skills,Internal,Completed,1,422.19,face_17.jpg
2317,11/13/2020,2020,,Production Manager,EW,Production,Yard (Material Handling),Active,0,,,,Full-Time,Temporary,Zone A,35,35-44,2.8,2-3 yrs,MA,Fully Meets,2,1,1,1,Customer Service,External,Incomplete,1,714.31,face_18.jpg
2318,2/20/2022,2022,,Production Manager,MSC,Production,Field Operations,Active,0,,,,Part-Time,Temporary,Zone A,22,<25,1.53,1-2 yrs,MA,Fully Meets,4,2,2,3,Communication Skills,External,Passed,2,689.87,face_19.jpg
2319,3/28/2019,2019,,Production Manager,TNS,Production,General - Sga,Active,0,,,,Contract,Part-Time,Zone A,36,35-44,4.43,4+ yrs,MA,Exceeds,5,5,5,3,Customer Service,Internal,Passed,3,448.56,face_20.jpg
2320,10/26/2022,2022,,Production Manager,PYZ,Production,Fielders,Active,0,,,,Part-Time,Full-Time,Zone A,34,25-34,0.85,<1 yr,MA,Fully Meets,3,2,2,1,Communication Skills,External,Failed,5,577.89,face_21.jpg
2321,5/10/2023,2023,,Production Manager,WBL,Production,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone C,35,35-44,0.31,<1 yr,MA,Fully Meets,3,4,3,3,Communication Skills,Internal,Failed,3,454.13,face_22.jpg
2322,9/1/2022,2022,,Production Manager,NEL,Production,Field Operations,Active,0,,,,Contract,Part-Time,Zone C,32,25-34,1,1-2 yrs,MA,Fully Meets,3,2,3,2,Communication Skills,Internal,Failed,3,407.47,face_23.jpg
2323,4/21/2021,2021,58:55.2,Production Manager,PL,Production,Project Management - Con,Terminated,1,Voluntary,Better opportunity,Regrettable,Part-Time,Temporary,Zone C,34,25-34,2.36,2-3 yrs,MA,Fully Meets,2,2,3,1,Project Management,External,Failed,3,1259.45,face_24.jpg
2324,7/23/2021,2021,,Production Manager,BPC,Production,General - Con,Active,0,,,,Part-Time,Temporary,Zone A,37,35-44,2.11,2-3 yrs,MA,Fully Meets,3,1,1,1,Communication Skills,External,Completed,1,616.01,face_25.jpg
2325,12/29/2020,2020,,Production Manager,CCDR,Production,Field Operations,Active,0,,,,Part-Time,Temporary,Zone A,41,35-44,2.67,2-3 yrs,MA,Exceeds,4,2,2,2,Project Management,Internal,Completed,2,738.72,face_26.jpg
2326,8/8/2022,2022,27:22.1,President & CEO,SVG,Production,Project Management - Con,Terminated,1,Voluntary,Better opportunity,Regrettable,Contract,Temporary,Zone A,34,25-34,1.07,1-2 yrs,MA,Fully Meets,2,1,2,1,Customer Service,External,Completed,5,880.83,face_27.jpg
2327,7/30/2020,2020,,Network Engineer,EW,Production,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone A,34,25-34,3.09,3-4 yrs,MA,Exceeds,3,1,3,4,Customer Service,External,Incomplete,1,776.72,face_28.jpg
2328,3/18/2019,2019,,Network Engineer,MSC,Production,General - Con,Active,0,,,,Full-Time,Part-Time,Zone B,39,35-44,4.46,4+ yrs,MA,Fully Meets,4,2,1,2,Communication Skills,Internal,Incomplete,3,369.49,face_29.jpg
2329,7/25/2019,2019,,Network Engineer,TNS,Executive Office,Aerial,Active,0,,,,Full-Time,Full-Time,Zone A,22,<25,4.1,4+ yrs,MA,Fully Meets,3,4,4,2,Leadership Development,External,Passed,2,1447.42,face_30.jpg
2330,10/16/2021,2021,,Data Analyst,SVG,Production,Executive,Active,0,,,,Full-Time,Part-Time,Zone C,41,35-44,1.88,1-2 yrs,MA,Fully Meets,3,3,3,3,Customer Service,Internal,Failed,2,499.85,face_31.jpg
2331,12/6/2019,2019,,Data Analyst,TNS,Production,Wireline Construction,Active,0,,,,Contract,Part-Time,Zone C,38,35-44,3.74,3-4 yrs,MA,Fully Meets,3,3,5,3,Technical Skills,Internal,Completed,3,1138.07,face_32.jpg
2332,6/29/2019,2019,,Data Analyst ,WBL,Production,Fielders,Active,0,,,,Contract,Full-Time,Zone C,39,35-44,4.18,4+ yrs,MA,Exceeds,2,2,1,2,Communication Skills,Internal,Completed,3,288.69,face_33.jpg
2333,4/3/2019,2019,,Data Analyst,BPC,IT/IS,Yard (Material Handling),Active,0,,,,Full-Time,Temporary,Zone C,47,45-54,4.41,4+ yrs,MA,Fully Meets,3,2,3,4,Technical Skills,Internal,Passed,4,909.1,face_34.jpg
2334,7/21/2021,2021,,Data Analyst,CCDR,IT/IS,Engineers,Active,0,,,,Contract,Temporary,Zone A,22,<25,2.11,2-3 yrs,MA,Fully Meets,3,4,2,2,Project Management,Internal,Failed,5,739.04,face_35.jpg
2335,7/27/2022,2022,,Data Analyst,EW,IT/IS,General - Con,Active,0,,,,Full-Time,Temporary,Zone C,22,<25,1.1,1-2 yrs,MA,Needs Improvement,2,1,1,3,Communication Skills,Internal,Failed,4,331.96,face_36.jpg
2336,10/6/2019,2019,,Production Manager,CCDR,Production,General - Con,Active,0,,,,Contract,Full-Time,Zone A,41,35-44,3.9,3-4 yrs,MA,Fully Meets,3,2,2,2,Communication Skills,External,Passed,3,482.98,face_37.jpg
2337,4/16/2021,2021,,Production Manager,SVG,Production,Engineers,Active,0,,,,Full-Time,Part-Time,Zone C,37,35-44,2.38,2-3 yrs,MA,Fully Meets,3,2,4,2,Project Management,Internal,Passed,2,840.52,face_38.jpg
2338,10/10/2018,2018,,Production Manager,EW,Production,Project Management - Con,Active,0,,,,Part-Time,Temporary,Zone C,40,35-44,4.89,4+ yrs,MA,Fully Meets,3,2,2,1,Customer Service,External,Passed,2,642.86,face_39.jpg
2339,7/25/2022,2022,,Production Manager,MSC,Production,General - Sga,Active,0,,,,Full-Time,Part-Time,Zone B,33,25-34,1.1,1-2 yrs,MA,PIP,2,1,1,1,Leadership Development,Internal,Incomplete,5,1161,face_40.jpg
2340,3/17/2021,2021,03:23.8,Production Manager,TNS,Production,General - Con,Terminated,1,Voluntary,Compensation,Regrettable,Contract,Temporary,Zone A,43,35-44,2.46,2-3 yrs,MA,Fully Meets,3,1,1,1,Project Management,External,Passed,1,863.72,face_41.jpg
2341,10/13/2018,2018,,Production Manager,PYZ,Production,General - Sga,Active,0,,,,Full-Time,Full-Time,Zone A,47,45-54,4.88,4+ yrs,MA,Fully Meets,4,3,2,2,Communication Skills,Internal,Passed,2,413.79,face_42.jpg
2342,1/9/2020,2020,,Production Manager,WBL,Production,Field Operations,Active,0,,,,Part-Time,Temporary,Zone C,42,35-44,3.64,3-4 yrs,MA,Fully Meets,3,1,1,2,Communication Skills,Internal,Incomplete,1,328.01,face_43.jpg
2343,9/18/2019,2019,,Production Manager,NEL,Production,Wireless,Active,0,,,,Full-Time,Temporary,Zone B,36,35-44,3.95,3-4 yrs,MA,Exceeds,3,4,5,4,Customer Service,Internal,Incomplete,5,676.18,face_44.jpg
2344,10/26/2019,2019,,Production Manager,PL,Production,Yard (Material Handling),Active,0,,,,Contract,Temporary,Zone C,22,<25,3.85,3-4 yrs,MA,Fully Meets,3,4,3,2,Technical Skills,External,Failed,2,1940.01,face_45.jpg
2345,9/14/2020,2020,,Production Manager,BPC,Production,Field Operations,Active,0,,,,Full-Time,Temporary,Zone B,44,35-44,2.96,2-3 yrs,MA,Fully Meets,3,3,2,3,Project Management,External,Incomplete,3,1016.62,face_46.jpg
2346,4/9/2023,2023,,Production Manager,CCDR,Production,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone A,47,45-54,0.4,<1 yr,MA,Fully Meets,3,3,3,2,Customer Service,External,Incomplete,3,573.58,face_47.jpg
2347,10/25/2019,2019,,President & CEO,SVG,Production,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone A,44,35-44,3.85,3-4 yrs,MA,Exceeds,4,5,5,4,Communication Skills,Internal,Completed,1,501.51,face_48.jpg
2348,6/25/2022,2022,,Network Engineer,EW,Production,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone C,29,25-34,1.19,1-2 yrs,MA,Needs Improvement,2,3,3,1,Technical Skills,Internal,Failed,1,1168.14,face_49.jpg
2349,1/26/2023,2023,24:48.7,Network Engineer,MSC,Production,General - Con,Terminated,1,Involuntary,Policy violation,,Part-Time,Full-Time,Zone C,42,35-44,0.6,<1 yr,MA,PIP,1,1,1,1,Communication Skills,Internal,Passed,2,602.59,face_50.jpg
